"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,398","68.71%","1,183","49.66%","16,581","66.88%"
"White","6,765","30.19%","1,177","49.41%","7,942","32.03%"
"Hispanic","164","0.73%","13","0.55%","177","0.71%"
"Native American","24","0.11%","2","0.08%","26","0.10%"
"Asian","33","0.15%","4","0.17%","37","0.15%"
"Data Unavailable","26","0.12%","3","0.13%","29","0.12%"
"TOTAL","22,410","100.00%","2,382","100.00%","24,792","100.00%"
