"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14992","69.66%","1205","54.52%","16197","68.25%"
"White","6367","29.58%","985","44.57%","7352","30.98%"
"Hispanic","107","0.50%","9","0.41%","116","0.49%"
"Native American","19","0.09%","4","0.18%","23","0.10%"
"Asian","27","0.13%","4","0.18%","31","0.13%"
"unknown","11","0.05%","3","0.14%","14","0.06%"
"TOTAL","21523","100.00%","2210","100.00%","23733","100.00%"
