"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15170","69.52%","1212","53.25%","16382","67.99%"
"White","6453","29.57%","1042","45.78%","7495","31.10%"
"Hispanic","131","0.60%","11","0.48%","142","0.59%"
"Native American","21","0.10%","3","0.13%","24","0.10%"
"Asian","33","0.15%","5","0.22%","38","0.16%"
"unknown","12","0.05%","3","0.13%","15","0.06%"
"TOTAL","21820","100.00%","2276","100.00%","24096","100.00%"
