"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15716","68.70%","1206","49.45%","16922","66.85%"
"White","6888","30.11%","1206","49.45%","8094","31.97%"
"Hispanic","188","0.82%","14","0.57%","202","0.80%"
"Native American","23","0.10%","6","0.25%","29","0.11%"
"Asian","38","0.17%","5","0.21%","43","0.17%"
"unknown","22","0.10%","2","0.08%","24","0.09%"
"TOTAL","22875","100.00%","2439","100.00%","25314","100.00%"
