"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15872","68.72%","1238","49.26%","17110","66.81%"
"White","6920","29.96%","1249","49.70%","8169","31.90%"
"Hispanic","207","0.90%","13","0.52%","220","0.86%"
"Native American","20","0.09%","5","0.20%","25","0.10%"
"Asian","48","0.21%","3","0.12%","51","0.20%"
"unknown","31","0.13%","5","0.20%","36","0.14%"
"TOTAL","23098","100.00%","2513","100.00%","25611","100.00%"
