"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16101","66.95%","1021","42.24%","17122","64.69%"
"White","7643","31.78%","1376","56.93%","9019","34.08%"
"Hispanic","215",".89%","13",".54%","228",".86%"
"Native American","22",".09%","5",".21%","27",".10%"
"Asian","54",".22%","2",".08%","56",".21%"
"unknown","15",".06%","0",".00%","15",".06%"
"TOTAL","24050","100.00%","2417","100.00%","26467","100.00%"
