"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13857","67.57%","705","42.52%","14562","65.69%"
"White","6410","31.25%","941","56.76%","7351","33.16%"
"Hispanic","164",".80%","7",".42%","171",".77%"
"Native American","21",".10%","3",".18%","24",".11%"
"Asian","33",".16%","0",".00%","33",".15%"
"Data Unavailable","24",".12%","2",".12%","26",".12%"
"TOTAL","20509","100.00%","1658","100.00%","22167","100.00%"
