"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14273","72.41%","1114","60.87%","15387","71.43%"
"White","5332","27.05%","696","38.03%","6028","27.98%"
"Hispanic","73","0.37%","9","0.49%","82","0.38%"
"Native American","16","0.08%","6","0.33%","22","0.10%"
"Asian","16","0.08%","5","0.27%","21","0.10%"
"unknown","1","0.01%","0","0.00%","1","0.00%"
"TOTAL","19711","100.00%","1830","100.00%","21541","100.00%"
