"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14259","67.27%","822","42.79%","15081","65.23%"
"White","6716","31.68%","1081","56.27%","7797","33.73%"
"Hispanic","160",".75%","13",".68%","173",".75%"
"Native American","21",".10%","4",".21%","25",".11%"
"Asian","37",".17%","1",".05%","38",".16%"
"unknown","5",".02%","0",".00%","5",".02%"
"TOTAL","21198","100.00%","1921","100.00%","23119","100.00%"
