"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14081","72.85%","1097","61.42%","15178","71.89%"
"White","5137","26.58%","672","37.63%","5809","27.51%"
"Hispanic","72","0.37%","9","0.50%","81","0.38%"
"Native American","18","0.09%","5","0.28%","23","0.11%"
"Asian","19","0.10%","3","0.17%","22","0.10%"
"Data Unavailable","1","0.01%","0","0.00%","1","0.00%"
"TOTAL","19328","100.00%","1786","100.00%","21114","100.00%"
