"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14559","70.62%","1195","57.62%","15754","69.43%"
"White","5925","28.74%","862","41.56%","6787","29.91%"
"Hispanic","90","0.44%","9","0.43%","99","0.44%"
"Native American","21","0.10%","3","0.14%","24","0.11%"
"Asian","19","0.09%","5","0.24%","24","0.11%"
"Data Unavailable","1","0.00%","0","0.00%","1","0.00%"
"TOTAL","20615","100.00%","2074","100.00%","22689","100.00%"
