"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,115","69.50%","1,213","53.67%","16,328","68.01%"
"White","6,467","29.73%","1,025","45.35%","7,492","31.20%"
"Hispanic","107","0.49%","11","0.49%","118","0.49%"
"Native American","19","0.09%","3","0.13%","22","0.09%"
"Asian","27","0.12%","5","0.22%","32","0.13%"
"Data Unavailable","14","0.06%","3","0.13%","17","0.07%"
"TOTAL","21,749","100.00%","2,260","100.00%","24,009","100.00%"
