"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15692","68.93%","1203","49.51%","16895","67.06%"
"White","6811","29.92%","1198","49.30%","8009","31.79%"
"Hispanic","179","0.79%","15","0.62%","194","0.77%"
"Native American","25","0.11%","6","0.25%","31","0.12%"
"Asian","38","0.17%","5","0.21%","43","0.17%"
"Data Unavailable","19","0.08%","3","0.12%","22","0.09%"
"TOTAL","22764","100.00%","2430","100.00%","25194","100.00%"
