"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13814","67.80%","690","41.64%","14504","65.83%"
"White","6351","31.17%","953","57.51%","7304","33.15%"
"Hispanic","156",".77%","9",".54%","165",".75%"
"Native American","16",".08%","3",".18%","19",".09%"
"Asian","31",".15%","1",".06%","32",".15%"
"Data Unavailable","6",".03%","1",".06%","7",".03%"
"TOTAL","20374","100.00%","1657","100.00%","22031","100.00%"
