"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16251","69.00%","1265","49.49%","17516","67.09%"
"White","6995","29.70%","1261","49.33%","8256","31.62%"
"Hispanic","226","0.96%","15","0.59%","241","0.92%"
"Native American","18","0.08%","3","0.12%","21","0.08%"
"Asian","41","0.17%","6","0.23%","47","0.18%"
"Data Unavailable","20","0.08%","6","0.23%","26","0.10%"
"TOTAL","23551","100.00%","2556","100.00%","26107","100.00%"
