"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12308","64.40%","615","36.41%","12923","62.13%"
"White","6531","34.17%","1051","62.23%","7582","36.45%"
"Hispanic","200","1.05%","12",".71%","212","1.02%"
"Native American","27",".14%","6",".36%","33",".16%"
"Asian","37",".19%","4",".24%","41",".20%"
"Data Unavailable","8",".04%","1",".06%","9",".04%"
"TOTAL","19111","100.00%","1689","100.00%","20800","100.00%"
