"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13172","67.37%","786","42.69%","13958","65.24%"
"White","6104","31.22%","1027","55.78%","7131","33.33%"
"Hispanic","200","1.02%","19","1.03%","219","1.02%"
"Native American","23",".12%","5",".27%","28",".13%"
"Asian","44",".23%","3",".16%","47",".22%"
"unknown","10",".05%","1",".05%","11",".05%"
"TOTAL","19553","100.00%","1841","100.00%","21394","100.00%"
