"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15269","68.12%","1023","45.85%","16292","66.10%"
"White","6867","32.67%","1184","53.07%","8051","30.64%"
"Hispanic","212","0.95%","16","0.72%","228","0.93%"
"Native American","24","0.11%","6","0.27%","30","0.12%"
"Asian","29","0.13%","2","0.09%","31","0.13%"
"unknown","14","0.06%","0","0.00%","14","0.06%"
"TOTAL","22415","100.00%","2231","100.00%","24646","100.00%"
