"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14834","69.84%","1225","55.28%","16059","68.46%"
"White","6236","29.36%","973","43.91%","7209","30.73%"
"Hispanic","115","0.54%","8","0.36%","123","0.52%"
"Native American","26","0.12%","3","0.14%","29","0.12%"
"Asian","29","0.14%","7","0.32%","36","0.15%"
"Data Unavailable","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","21240","100.00%","2216","100.00%","23456","100.00%"
