"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13883","67.46%","715","42.94%","14598","65.62%"
"White","6460","31.39%","939","56.40%","7399","33.26%"
"Hispanic","166",".81%","7",".42%","173",".78%"
"Native American","21",".10%","4",".24%","25",".11%"
"Asian","38",".18%","0",".00%","38",".17%"
"Data Unavailable","12",".06%","0",".00%","12",".05%"
"TOTAL","20580","100.00%","1665","100.00%","22245","100.00%"
