"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15061","67.07%","923","42.77%","15984","64.94%"
"White","7108","31.65%","1216","56.35%","8324","33.82%"
"Hispanic","210",".94%","11",".51%","221",".90%"
"Native American","31",".14%","5",".23%","36",".15%"
"Asian","34",".15%","2",".09%","36",".15%"
"Data Unavailable","11",".05%","1",".05%","12",".05%"
"TOTAL","22455","100.00%","2158","100.00%","24613","100.00%"
