"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15705","68.75%","1226","49.80%","16931","66.91%"
"White","6870","30.07%","1212","49.23%","8082","31.94%"
"Hispanic","181","0.79%","15","0.61%","196","0.77%"
"Native American","24","0.11%","1","0.04%","25","0.10%"
"Asian","36","0.16%","3","0.12%","39","0.15%"
"unknown","28","0.12%","5","0.20%","33","0.13%"
"TOTAL","22844","100.00%","2462","100.00%","25306","100.00%"
