"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12806","66.67%","725","42.65%","13531","64.72%"
"White","6138","31.96%","954","56.12%","7092","33.92%"
"Hispanic","181",".94%","14",".82%","195",".93%"
"Native American","27",".14%","5",".29%","32",".15%"
"Asian","48",".25%","2",".12%","50",".24%"
"unknown","8",".04%","0",".00%","8",".04%"
"TOTAL","19208","100.00%","1700","100.00%","20908","100.00%"
