"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15307","68.59%","1193","49.90%","16500","66.78%"
"White","6760","30.29%","1177","49.23%","7937","32.12%"
"Hispanic","166","0.74%","13","0.54%","179","0.72%"
"Native American","26","0.12%","2","0.08%","28","0.11%"
"Asian","34","0.15%","4","0.17%","38","0.15%"
"Data Unavailable","24","0.11%","2","0.08%","26","0.11%"
"TOTAL","22317","100.00%","2391","100.00%","24708","100.00%"
