"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15478","68.67%","1081","48.15%","16559","66.81%"
"White","6759","29.99%","1138","50.69%","7897","31.86%"
"Hispanic","232","1.03%","15","0.67%","247","1.00%"
"Native American","25","0.11%","6","0.27%","31","0.13%"
"Asian","31","0.14%","3","0.13%","34","0.14%"
"Data Unavailable","14","0.06%","2","0.09%","16","0.06%"
"TOTAL","22539","100.00%","2245","100.00%","24784","100.00%"
