"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12302","64.16%","607","35.64%","12909","61.84%"
"White","6589","34.37%","1071","62.89%","7660","36.69%"
"Hispanic","206","1.07%","13",".76%","219","1.05%"
"Native American","27",".14%","5",".29%","32",".15%"
"Asian","41",".21%","5",".29%","46",".22%"
"unknown","8",".04%","2",".12%","10",".05%"
"TOTAL","19173","100.00%","1703","100.00%","20876","100.00%"
