"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","16073","67.10%","1018","42.38%","17091","64.85%"
"White","7588","31.68%","1365","56.83%","8953","33.97%"
"Hispanic","209",".87%","12",".50%","221",".84%"
"Native American","22",".09%","5",".21%","27",".10%"
"Asian","51",".21%","2",".08%","53",".20%"
"unknown","10",".04%","0",".00%","10",".04%"
"TOTAL","23953","100.00%","2402","100.00%","26355","100.00%"
