"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12,224","63.70%","589","36.67%","12,814","61.63%"
"White","6,677","34.80%","1,000","62.27%","7,677","36.92%"
"Hispanic","201","1.05%","8",".50%","209","1.01%"
"Native American","26",".14%","5",".31%","31",".15%"
"Asian","52",".27%","1",".06%","53",".25%"
"Data Unavailable","9",".05%","3",".19%","12",".06%"
"TOTAL","19,189","100.00%","1,606","100.00%","20,792","100.00%"
