"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,364","68.79%","1,200","50.91%","16,564","67.08%"
"White","6,737","30.16%","1,132","48.03%","7,869","31.87%"
"Hispanic","157","0.70%","12","0.51%","169","0.68%"
"Native American","23","0.10%","3","0.13%","26","0.11%"
"Asian","39","0.17%","7","0.30%","46","0.19%"
"Data Unavailable","16","0.07%","3","0.13%","19","0.08%"
"TOTAL","22,336","100.00%","2,357","100.00%","24,693","100.00%"
