"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12,388","64.43%","595","35.69%","12,983","62.14%"
"White","6,557","34.10%","1,048","62.87%","7,605","36.40%"
"Hispanic","198","1.03%","15",".90%","213","1.02%"
"Native American","26",".14%","4",".24%","30",".14%"
"Asian","52",".27%","3",".18%","55",".26%"
"Data Unavailable","5",".03%","2",".12%","7",".03%"
"TOTAL","19,226","100.00%","1,667","100.00%","20,893","100.00%"
