"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","14,931","69.85%","1,200","54.64%","16,131","68.44%"
"White","6,284","29.40%","976","44.44%","7,260","30.80%"
"Hispanic","111","0.52%","8","0.36%","119","0.50%"
"Native American","20","0.09%","6","0.27%","26","0.11%"
"Asian","29","0.14%","6","0.27%","35","0.15%"
"Data Unavailable","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","21,375","100.00%","2,196","100.00%","23,571","100.00%"
