"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15409","69.05%","1216","52.10%","16625","67.44%"
"White","6688","29.97%","1089","46.66%","7777","31.55%"
"Hispanic","143","0.64%","9","0.39%","152","0.62%"
"Native American","23","0.10%","6","0.26%","29","0.12%"
"Asian","31","0.14%","7","0.30%","38","0.15%"
"unknown","23","0.10%","7","0.30%","30","0.12%"
"TOTAL","22317","100.00%","2334","100.00%","24651","100.00%"
