"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12774","67.50%","734","42.62%","13508","65.42%"
"White","5886","31.10%","960","55.75%","6846","33.16%"
"Hispanic","195","1.03%","18","1.05%","213","1.03%"
"Native American","27",".14%","6",".35%","33",".16%"
"Asian","37",".20%","3",".17%","40",".19%"
"unknown","6",".03%","1",".06%","7",".03%"
"TOTAL","18925","100.00%","1722","100.00%","20647","100.00%"
