"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15252","69.09%","1224","53.10%","16476","67.58%"
"White","6617","29.97%","1054","45.73%","7671","31.46%"
"Hispanic","138","0.63%","11","0.48%","149","0.61%"
"Native American","21","0.10%","4","0.17%","25","0.10%"
"Asian","34","0.15%","5","0.22%","39","0.16%"
"unknown","14","0.06%","7","0.30%","21","0.09%"
"TOTAL","22076","100.00%","2305","100.00%","24381","100.00%"
