"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15392","68.74%","1189","51.07%","16581","67.08%"
"White","6763","30.21%","1115","47.90%","7878","31.87%"
"Hispanic","151","0.67%","11","0.47%","162","0.66%"
"Native American","26","0.12%","3","0.13%","29","0.12%"
"Asian","38","0.17%","7","0.30%","45","0.18%"
"Data Unavailable","20","0.09%","3","0.13%","23","0.09%"
"TOTAL","22390","100.00%","2328","100.00%","24718","100.00%"
