"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15412","67.06%","919","40.81%","16331","64.72%"
"White","7290","31.72%","1,309","58.13%","8599","34.08%"
"Hispanic","211",".92%","14",".62%","225",".89%"
"Native American","25",".11%","5",".22%","30",".12%"
"Asian","33",".14%","3",".13%","36",".14%"
"Data Unavailable","11",".05%","2",".09%","13",".05%"
"TOTAL","22982","100.00%","2252","100.00%","25234","100.00%"
