"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12226","64.65%","625","35.88%","12851","62.23%"
"White","6448","34.10%","1080","62.00%","7528","36.45%"
"Hispanic","167",".88%","19","1.09%","186",".90%"
"Native American","23",".12%","11",".63%","34",".16%"
"Asian","38",".20%","5",".29%","43",".21%"
"Data Unavailable","8",".04%","2",".11%","10",".05%"
"TOTAL","18910","100.00%","1742","100.00%","20652","100.00%"
