"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15309","67.04%","917","40.79%","16226","64.69%"
"White","7246","31.73%","1,309","58.23%","8555","34.11%"
"Hispanic","205",".90%","13",".58%","218",".87%"
"Native American","27",".12%","5",".22%","32",".13%"
"Asian","35",".15%","3",".13%","38",".15%"
"unknown","14",".06%","1",".04%","15",".06%"
"TOTAL","22836","100.00%","2248","100.00%","25084","100.00%"
