"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15,479","68.49%","1,074","47.56%","16,553","66.59%"
"White","6,826","30.20%","1,160","51.37%","7,986","32.13%"
"Hispanic","224","0.99%","15","0.66%","239","0.96%"
"Native American","25","0.11%","6","0.27%","31","0.12%"
"Asian","31","0.14%","2","0.09%","33","0.13%"
"Data Unavailable","14","0.06%","1","0.04%","15","0.06%"
"TOTAL","22,599","100.00%","2,258","100.00%","24,857","100.00%"
