"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15454","68.84%","1199","51.22%","16653","67.18%"
"White","6772","30.17%","1119","47.80%","7891","31.83%"
"Hispanic","149","0.66%","8","0.34%","157","0.63%"
"Native American","22","0.10%","4","0.17%","26","0.10%"
"Asian","36","0.16%","7","0.30%","43","0.17%"
"unknown","16","0.07%","4","0.17%","20","0.08%"
"TOTAL","22449","100.00%","2341","100.00%","24790","100.00%"
