"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15978","67.20%","987","42.88%","16965","65.04%"
"White","7495","31.52%","1290","56.04%","8785","33.68%"
"Hispanic","219",".92%","17",".74%","236",".90%"
"Native American","35",".15%","6",".26%","41",".16%"
"Asian","44",".19%","1",".04%","45",".17%"
"unknown","5",".02%","1",".04%","10",".04%"
"TOTAL","23776","100.00%","2302","100.00%","26082","100.00%"
