"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15265","68.87%","1204","49.83%","16469","67.00%"
"White","6645","29.98%","1190","49.25%","7835","31.88%"
"Hispanic","162","0.73%","14","0.58%","176","0.72%"
"Native American","27","0.12%","2","0.08%","29","0.12%"
"Asian","36","0.16%","4","0.17%","40","0.16%"
"Data Unavailable","29","0.13%","2","0.08%","31","0.13%"
"TOTAL","22164","100.00%","2416","100.00%","24580","100.00%"
