"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13029","67.38%","748","41.60%","13777","65.19%"
"White","6034","31.21%","1024","56.95%","7058","33.40%"
"Hispanic","196","1.01%","17",".95%","213","1.01%"
"Native American","26",".13%","4",".22%","30",".14%"
"Asian","44",".23%","5",".28%","49",".23%"
"unknown","7",".04%","0",".00%","7",".03%"
"TOTAL","19336","100.00%","1798","100.00%","21134","100.00%"
