"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","15132","67.02%","908","42.10%","16040","64.85%"
"White","7128","31.57%","1221","56.61%","8349","33.76%"
"Hispanic","225","1.00%","17",".79%","242",".98%"
"Native American","35",".16%","7",".32%","42",".17%"
"Asian","49",".22%","1",".05%","50",".20%"
"unknown","8",".04%","3",".14%","11",".04%"
"TOTAL","22577","100.00%","2157","100.00%","24734","100.00%"
