"JUN-01","JUN-00","JUN-99","JUN-98","JUN-97","TOTAL"
"14","11","8","3","4","85"
"15","19","14","3","1","81"
"11","10","5","0","0","49"
"3","3","2","0","4","42"
"0","0","0","0","0","2"
"7","13","15","2","1","51"
"4","2","2","0","0","25"
"10","10","7","0","0","47"
"605","543","411","150","75","3,829"
