"COUNTY","JUN-07","JUN-06","JUN-05","JUN-04","JUN-03","JUN-02"
"Warren","2","7","11","10","10","5"
"Washington","1","2","8","4","8","6"
"Wayne","3","0","3","6","6","5"
"Webster","6","7","3","9","2","3"
"Wilkinson","0","0","0","0","1","1"
"Winston","3","2","5","2","0","1"
"Yalobusha","2","0","3","7","3","2"
"Yazoo","3","3","3","4","2","5"
"TOTALS","234","202","390","409","401","409"
