"JUN-01","JUN-00","JUN-99","JUN-98","JUN-97","TOTAL"
"26","22","49","41","30","250"
"102","91","87","79","103","832"
"6","2","4","6","0","34"
"6","7","4","5","2","103"
"9","0","0","0","0","18"
"15","12","13","18","18","107"
"12","1","2","1","0","46"
"7","10","23","12","0","245"
"873","743","757","729","743","9,133"
