"COUNTY","JUN-07","JUN-06","JUN-05","JUN-04","JUN-03","JUN-02"
"Warren","6","18","1","12","13","15"
"Washington","32","61","66","70","52","89"
"Wayne","5","1","5","2","2","1"
"Webster","10","9","17","21","7","15"
"Wilkinson","3","0","1","0","2","3"
"Winston","1","2","2","1","6","19"
"Yalobusha","1","4","8","5","3","9"
"Yazoo","26","24","49","36","38","20"
"TOTALS","696","838","931","923","903","997"
