"46","45","62","47","47","59","37"
"35","60","97","44","57","73","52"
"38","40","74","62","69","41","50"
"39","46","68","46","71","110","61"
"9","7","29","11","20","38","18"
"1","3","0","1","4","2","1"
"38","40","74","62","69","41","50"
"13","5","9","8","22","26","12"
"19","15","30","17","27","42","23"
"3","9","3","0","1","6","3"
"0","0","0","0","0","0","1"
"19","20","23","21","49","54","27"
"12","11","9","15","21","23","13"
"0","0","0","0","0","0","2"
"166","176","254","157","250","305","216"
"1","0","0","0","0","0","0"
"0","1","1","0","1","1","0"
"439","478","733","491","708","821","727"
