"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","5.26",""
"Homicide/Manslaughter","","37.76",""
"Property","","3.47",""
"Drug Possession","","4.78",""
"Robbery","","21.38",""
"Sale of Drugs","","7.40",""
"Sex Offense","","10.42",""
"Violent","","10.46",""
