"","","TOTAL","1,354","41.96"
"","","NUMBER","","%"
"","Northern","1,128","","34.96"
"","Central","733","","22.71"
"TOTAL","","","",""
"","Southern","1,354","","41.96"
"","Verification Pending","12","",".37"
"","TOTAL","3,227","","100.00"
