"JUN '03","JUN '02","JUN '01","JUN '00","JUN '99","TOTAL"
"13","15","26","22","49","189"
"52","89","102","91","87","735"
"2","1","6","2","4","33"
"7","15","6","7","4","106"
"2","3","9","0","0","23"
"6","19","15","12","13","77"
"3","9","12","1","2","49"
"38","20","7","10","23","257"
"1,263","1,424","1,212","1,033","1,073","12,859"
