"Certified Public Manager Program - Employee Training",""
"Certified Public Manager Program Participants","14"
"Basic Supervisory Program Participants","26"
"CPM Levels 1 thru 3 Participants","12"
"CPM Levels 4 thru 6 Participants","2"
"Completed Certified Supervisor Program","4"
"Completed Certified Public Manager Program","2"
