"SWINE OPERATION",""
"Litters Weaned","976"
"Average Litter","7.44"
"Number Weaned","7,257"
"Number Feeder Hogs Marketed","5,250"
"Feeder Hogs Marketed","$ 547,783"
"Finishers Processed","1,106"
"Processed Weight of Cull Sows & Finishers","109,062"
"Non-Cash Value","$ 102,585"
"Raised Gilts into Breeding Herd","119"
"Current Inventory for Breeding, Farrowing, Fininshing and Nursery","3,977"
