"","Northern County with highest number convictions","Desoto","36"
"","Central County with highest number convictions","Hinds","49"
"","Southern County with highest number convictions","Harrison","102"
"RECAP","","",""
"","Northern Counties with lowest number convictions","Quitman, Yalobusha","1"
"","","Franklin, Humphreys,",""
"","Central Counties with lowest number convictions","","1"
"","","Issaquena, Sharkey",""
"","Southern Counties with lowest number convictions","Smith","1"
