"","Northern County with highest number convictions","Lee","149"
"","Central County with highest number convictions","Hinds","140"
"","Southern County with highest number convictions","Harrison","340"
"RECAP","","",""
"","Northern County with lowest number convictions","Choctaw","2"
"","","Claiborne,",""
"","Central County with lowest number convictions","",""
"","","Jefferson","1"
"","Southern County with lowest number convictions","Covington","4"
