"","Northern County with highest number convictions","Desoto","350"
"","Central County with highest number convictions","Hinds","501"
"","Southern County with highest number convictions","Harrison","802"
"RECAP","","",""
"","Northern County with lowest number convictions","Choctaw","16"
"","Central County with lowest number convictions","Issaquena","2"
"","Southern County with lowest number convictions","Lawrence","17"
