"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","4.90",""
"Homicide/Manslaughter","","26.90",""
"Property","","3.52",""
"Possession of Drugs","","4.62",""
"Robbery","","8.62",""
"Sale of Drugs","","6.68",""
"Sex Offense","","7.83",""
"Violent","","7.01",""
