"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","5.20",""
"Homicide/Manslaughter","","26.79",""
"Property","","3.62",""
"Possession of Drugs","","4.77",""
"Robbery","","8.89",""
"Sale of Drugs","","7.40",""
"Sex Offense","","9.75",""
"Violent","","7.24",""
