"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","4.83",""
"Homicide/Manslaughter","","34.90",""
"Property","","3.74",""
"Drug Possession","","5.32",""
"Robbery","","13.63",""
"Sale of Drugs","","7.07",""
"Sex Offense","","9.85",""
"Violent","","9.91",""
