"JUN '03","JUN '02","JUN '01","JUN '00","JUN '99","TOTAL"
"10","5","14","11","8","83"
"8","6","15","19","14","87"
"6","5","11","10","5","53"
"2","3","3","3","2","42"
"1","1","0","0","0","3"
"0","1","7","13","15","52"
"3","2","4","2","2","27"
"2","5","10","10","7","52"
"401","409","605","543","411","4,130"
