"","Northern County with highest number convictions","Grenada, Pontotoc","2"
"","Central County with highest number convictions","Copiah","3"
"","Southern County with highest number convictions","Harrison, Jones","2"
"RECAP","","",""
"","Northern Counties with lowest number convictions","","1"
"","","Desoto, Panola",""
"","Central Counties with lowest number convictions","","1"
"","","Claiborne, Holmes,",""
"","Southern Counties with lowest number convictions","","1"
"","","Hancock, Lamar",""
