"Northern County with highest number convictions","Lee","929"
"Central County with highest number convictions","Hinds","1,380"
"Southern County with highest number convictions","Harrison","1,956"
"Northern County with lowest number convictions","Benton","55"
"Central County with lowest number convictions","Issaquena","6"
"Southern County with lowest number convictions","Kemper","46"
