"COUNTY","OFFENDERS","%"
"Adams","60","6.47"
"Lincoln","47","5.06"
"Amite","7",".75"
"Madison","124","13.36"
"Claiborne","11","1.19"
"Pike","118","12.72"
"Copiah","41","4.42"
"Rankin","163","17.56"
"Franklin","12","1.29"
"Sharkey","5",".54"
"Hinds","179","19.29"
"Walthall","31","3.34"
"Holmes","16","1.72"
"Warren","64","6.90"
"Humphreys","11","1.19"
"Wilkinson","5",".54"
"Issaquena","1",".11"
"Yazoo","27","2.91"
"Jefferson","6",".65"
"TOTAL","928","21.22"
